"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"6351",0.886,0,0,0.024,0.09
"6352",0.15,0,0,0.85,0
"6353",0.86,0,0,0,0.14
"6354",0.26,0,0,0.728,0.012
"6355",0,0,0,0,1
"6356",0.996,0,0,0,0.004
"6357",0.004,0,0,0.004,0.992
"6358",0.242,0.002,0.182,0.108,0.466
"6359",0.006,0,0.556,0.028,0.41
"6360",0.994,0,0,0,0.006
"6361",0,0,0,0,1
"6362",0.244,0,0,0.756,0
"6363",0.004,0,0,0.012,0.984
"6364",0.104,0,0.002,0.202,0.692
"6365",0.996,0,0,0,0.004
"6366",0.16,0,0,0.84,0
"6367",0.978,0,0,0.022,0
"6368",0.892,0,0,0.108,0
"6369",0,0,0,0,1
"6370",0.464,0,0,0.536,0
"6371",0.02,0,0.396,0.03,0.554
"6372",0.884,0,0,0.012,0.104
"6373",0.974,0,0,0.026,0
"6374",0.944,0,0,0.054,0.002
"6375",0.004,0.01,0.602,0.006,0.378
"6376",0.996,0,0,0,0.004
"6377",0.91,0,0,0,0.09
"6378",0.844,0,0,0.048,0.108
"6379",0.76,0,0,0,0.24
"6380",0.99,0,0,0.002,0.008
"6381",0.096,0,0.058,0.51,0.336
"6382",0.16,0,0,0.84,0
"6383",0.056,0,0.004,0,0.94
"6384",0.988,0,0,0.002,0.01
"6385",0.978,0,0,0.022,0
"6386",0.978,0,0,0.022,0
"6387",0.996,0,0,0,0.004
"6388",0.016,0.002,0,0,0.982
"6389",0.774,0,0,0,0.226
"6390",0.026,0,0.384,0.024,0.566
"6391",1,0,0,0,0
"6392",0.002,0.012,0.002,0.004,0.98
"6393",0.444,0,0,0.556,0
"6394",0.898,0,0,0,0.102
"6395",0.906,0,0,0,0.094
"6396",0.996,0,0,0,0.004
"6397",1,0,0,0,0
"6398",0.216,0,0,0.784,0
"6399",0.906,0,0,0,0.094
"6400",0.978,0,0,0.022,0
"6401",0.97,0,0,0.03,0
"6402",0.426,0,0,0.574,0
"6403",0.212,0,0,0.788,0
"6404",0.07,0,0.004,0.128,0.798
"6405",0.97,0,0,0.03,0
"6406",0.24,0,0,0.76,0
"6407",0.962,0,0,0,0.038
"6408",0.996,0,0,0,0.004
"6409",0.058,0,0,0,0.942
"6410",0.298,0.034,0,0,0.668
"6411",0.996,0,0,0,0.004
"6412",0.648,0,0,0,0.352
"6413",0.002,0.002,0.002,0.052,0.942
"6414",1,0,0,0,0
"6415",0.128,0,0,0,0.872
"6416",0.77,0.04,0.002,0,0.188
"6417",0.994,0,0,0,0.006
"6418",0.996,0,0,0,0.004
"6419",0.966,0,0,0.034,0
"6420",0.996,0,0,0,0.004
"6421",0.974,0,0,0.026,0
"6422",0.184,0,0,0.816,0
"6423",0.064,0,0,0.626,0.31
"6424",0.178,0,0,0.822,0
"6425",0.444,0,0,0.556,0
"6426",0.072,0,0,0.394,0.534
"6427",0.98,0,0,0.02,0
"6428",0.914,0,0,0,0.086
"6429",0.734,0,0.006,0.072,0.188
"6430",0,0.004,0,0,0.996
"6431",0.044,0.024,0.178,0,0.754
"6432",0.2,0,0,0.8,0
"6433",0.974,0,0,0.026,0
"6434",0.498,0,0,0.108,0.394
"6435",0.968,0,0,0,0.032
"6436",0.202,0,0,0,0.798
"6437",0,0,0,0,1
"6438",0.026,0,0.49,0.002,0.482
"6439",0.022,0,0.058,0.752,0.168
"6440",0.24,0,0,0.76,0
"6441",0.016,0.002,0.492,0.03,0.46
"6442",0,0,0,0,1
"6443",0,0,0,0,1
"6444",0.818,0,0,0.02,0.162
"6445",0,0,0.002,0,0.998
"6446",0.004,0,0.402,0.004,0.59
"6447",0.156,0,0,0.844,0
"6448",0.908,0,0,0.092,0
"6449",0.934,0,0,0,0.066
"6450",0.996,0,0,0,0.004
"6451",1,0,0,0,0
"6452",1,0,0,0,0
"6453",0.908,0,0,0.092,0
"6454",0.996,0,0,0,0.004
"6455",0.188,0,0,0.812,0
"6456",1,0,0,0,0
"6457",0.912,0,0,0.088,0
"6458",0.996,0,0,0,0.004
"6459",0.156,0,0,0.844,0
"6460",0,0,0.044,0,0.956
"6461",0.996,0,0,0,0.004
"6462",0.996,0,0,0,0.004
"6463",0.972,0,0,0.028,0
"6464",0.062,0,0,0.792,0.146
"6465",0.254,0,0,0.746,0
"6466",0.894,0,0,0.106,0
"6467",0.152,0,0,0.846,0.002
"6468",0.188,0,0,0.812,0
"6469",0.908,0,0,0.06,0.032
"6470",0,0,0,0,1
"6471",0.876,0,0,0.124,0
"6472",0.792,0,0,0,0.208
"6473",0.966,0,0,0,0.034
"6474",0.912,0,0,0.088,0
"6475",0.942,0,0,0.056,0.002
"6476",0.72,0,0,0.042,0.238
"6477",0.958,0,0,0.042,0
"6478",0.212,0,0,0.788,0
"6479",0.95,0,0,0.002,0.048
"6480",0.924,0,0.002,0.05,0.024
"6481",0.974,0,0,0.026,0
"6482",0.052,0,0.024,0.042,0.882
"6483",0.156,0,0.008,0.828,0.008
"6484",1,0,0,0,0
"6485",0.878,0,0,0.122,0
"6486",0.996,0,0,0,0.004
"6487",0.026,0,0.454,0.046,0.474
"6488",0.058,0,0,0,0.942
"6489",1,0,0,0,0
"6490",0.216,0,0,0.784,0
"6491",0.248,0,0,0.748,0.004
"6492",0.002,0,0.15,0,0.848
"6493",0.962,0,0,0.038,0
"6494",0.004,0,0,0,0.996
"6495",0.914,0,0,0,0.086
"6496",0.006,0,0.684,0.05,0.26
"6497",0.994,0,0,0,0.006
"6498",0.968,0,0,0.032,0
"6499",0.898,0,0,0,0.102
"6500",0.884,0,0,0,0.116
"6501",0.096,0,0.004,0,0.9
"6502",0.026,0.008,0.026,0,0.94
"6503",0.306,0,0.14,0.078,0.476
"6504",0.306,0,0,0.694,0
"6505",0.88,0,0,0.12,0
"6506",0.234,0,0.014,0.748,0.004
"6507",0.02,0.002,0.018,0.832,0.128
"6508",0.876,0,0,0.124,0
"6509",0.116,0,0.002,0.178,0.704
"6510",0.05,0.036,0.064,0.018,0.832
"6511",0.936,0,0,0,0.064
"6512",0.656,0,0,0,0.344
"6513",0.996,0,0,0,0.004
"6514",0.02,0,0.064,0.456,0.46
"6515",0.63,0,0,0.03,0.34
"6516",0.622,0,0,0.064,0.314
"6517",0.744,0,0,0.088,0.168
"6518",0.258,0,0,0.742,0
"6519",1,0,0,0,0
"6520",0,0,0,0,1
"6521",0.092,0,0,0.002,0.906
"6522",0.934,0,0,0,0.066
"6523",0,0,0,0,1
"6524",0.216,0,0,0.782,0.002
"6525",0.634,0,0,0.08,0.286
"6526",0.996,0,0,0,0.004
"6527",0.63,0,0,0.03,0.34
"6528",0.164,0,0,0.836,0
"6529",0.908,0,0,0.092,0
"6530",0.87,0,0,0,0.13
"6531",0.996,0,0,0,0.004
"6532",0.82,0,0,0,0.18
"6533",0.17,0,0,0.824,0.006
"6534",0.066,0,0.002,0.592,0.34
"6535",0.04,0,0.136,0.64,0.184
"6536",0.936,0,0,0.062,0.002
"6537",0,0,0,0,1
"6538",0.964,0,0,0.036,0
"6539",0,0.01,0,0,0.99
"6540",0.784,0,0,0.01,0.206
"6541",0.996,0,0,0,0.004
"6542",0.174,0,0,0.826,0
"6543",0.996,0,0,0,0.004
"6544",0.992,0,0,0,0.008
"6545",0.258,0,0,0.742,0
"6546",0.042,0.07,0,0.004,0.884
"6547",1,0,0,0,0
"6548",0,0,0,0,1
"6549",0.064,0,0,0.22,0.716
"6550",0.878,0,0,0.122,0
"6551",0,0,0,0,1
"6552",0.166,0,0,0.834,0
"6553",0.002,0.008,0.006,0.018,0.966
"6554",0.958,0,0,0.042,0
"6555",0.904,0,0,0.078,0.018
"6556",0.996,0,0,0,0.004
"6557",0.128,0,0,0,0.872
"6558",0.876,0,0,0.124,0
"6559",0,0,0,0,1
"6560",0.66,0,0,0.092,0.248
"6561",0,0,0,0,1
"6562",0.036,0,0.04,0.776,0.148
"6563",0.118,0,0.148,0.032,0.702
"6564",0.946,0,0,0,0.054
"6565",0.996,0,0,0,0.004
"6566",0.784,0,0,0.036,0.18
"6567",0.616,0,0.136,0.154,0.094
"6568",0.974,0,0,0.026,0
"6569",0.004,0,0,0,0.996
"6570",1,0,0,0,0
"6571",0,0,0,0,1
"6572",0.514,0,0,0.486,0
"6573",0.074,0,0,0.04,0.886
"6574",0.966,0,0,0.034,0
"6575",0.146,0,0.026,0.818,0.01
"6576",0.872,0,0,0.034,0.094
"6577",0,0,0,0,1
"6578",0.958,0,0,0.042,0
"6579",0.998,0,0,0,0.002
"6580",0.998,0,0,0,0.002
"6581",0.128,0,0,0,0.872
"6582",0.02,0,0.396,0.03,0.554
"6583",0.968,0,0,0.002,0.03
"6584",0.052,0,0,0.482,0.466
"6585",0.934,0,0,0,0.066
"6586",0.004,0.002,0.216,0,0.778
"6587",0.306,0,0,0.694,0
"6588",0.056,0,0,0.562,0.382
"6589",0.798,0,0,0.07,0.132
"6590",0.828,0,0,0.014,0.158
"6591",0.056,0,0,0,0.944
"6592",1,0,0,0,0
"6593",0.164,0,0,0.836,0
"6594",0.89,0,0,0.098,0.012
"6595",0.98,0,0,0.02,0
"6596",0.058,0,0.01,0.358,0.574
"6597",0.066,0,0.002,0.592,0.34
"6598",0.996,0,0,0,0.004
"6599",0.808,0,0,0.068,0.124
"6600",0,0,0,0,1
"6601",0.054,0,0,0.78,0.166
"6602",0.908,0,0,0.092,0
"6603",0.476,0,0,0.016,0.508
"6604",0.942,0,0,0,0.058
"6605",0,0,0.026,0,0.974
"6606",0.996,0,0,0,0.004
"6607",0.872,0,0.002,0.118,0.008
"6608",0.992,0,0,0,0.008
"6609",0,0,0,0,1
"6610",0.998,0,0,0,0.002
"6611",0.726,0,0,0.228,0.046
"6612",0.928,0,0,0,0.072
"6613",0,0,0,0,1
"6614",0.418,0,0,0.582,0
"6615",0.984,0,0,0.012,0.004
"6616",0.996,0,0,0,0.004
"6617",0.76,0,0,0,0.24
"6618",0.8,0,0,0.106,0.094
"6619",0.072,0,0,0.06,0.868
"6620",0.906,0,0,0,0.094
"6621",0.916,0,0,0,0.084
"6622",0.996,0,0,0,0.004
"6623",1,0,0,0,0
"6624",0.996,0,0,0,0.004
"6625",0.956,0,0,0.044,0
"6626",0.426,0,0,0.574,0
"6627",0.028,0.034,0.006,0,0.932
"6628",1,0,0,0,0
"6629",0.004,0,0.002,0,0.994
"6630",0.08,0,0.01,0.018,0.892
"6631",0.978,0,0,0.022,0
"6632",0.694,0,0.004,0.06,0.242
"6633",0.908,0,0,0.092,0
"6634",0.956,0,0,0.044,0
"6635",0.076,0,0.006,0.412,0.506
"6636",0.034,0,0.2,0.014,0.752
"6637",0,0,0,0,1
"6638",0.08,0,0.022,0.088,0.81
"6639",0.694,0,0,0.07,0.236
"6640",0.012,0,0.118,0,0.87
"6641",0,0,0.044,0,0.956
"6642",0.052,0,0,0,0.948
"6643",0.996,0,0,0,0.004
"6644",0.058,0,0,0,0.942
"6645",1,0,0,0,0
"6646",0.222,0,0,0.778,0
"6647",0.784,0,0,0.036,0.18
"6648",0.054,0,0,0.336,0.61
"6649",0.426,0,0,0.574,0
"6650",0,0,0,0,1
"6651",0.884,0,0,0.012,0.104
"6652",1,0,0,0,0
"6653",0.98,0,0,0.02,0
"6654",0.994,0,0,0,0.006
"6655",0.864,0,0,0,0.136
"6656",0.992,0,0,0,0.008
"6657",0.996,0,0,0,0.004
"6658",0.892,0,0,0.002,0.106
"6659",0.006,0,0,0,0.994
"6660",0,0,0,0,1
"6661",0.412,0,0,0.588,0
"6662",0.162,0,0.002,0.828,0.008
"6663",0.732,0,0,0,0.268
"6664",0.018,0.022,0.076,0.002,0.882
"6665",0.492,0,0,0.508,0
"6666",0.706,0,0,0.096,0.198
"6667",0,0,0,0,1
"6668",0.994,0,0,0,0.006
"6669",0.994,0,0,0,0.006
"6670",0.042,0,0.002,0.02,0.936
"6671",0.984,0,0,0.012,0.004
"6672",0.002,0.002,0.002,0.052,0.942
"6673",0.842,0,0,0,0.158
"6674",0.888,0,0,0,0.112
"6675",0.166,0,0,0.834,0
"6676",0.88,0,0,0.12,0
"6677",0.996,0,0,0,0.004
"6678",0.998,0,0,0,0.002
"6679",0,0,0,0,1
"6680",0.172,0,0,0.818,0.01
"6681",1,0,0,0,0
"6682",1,0,0,0,0
"6683",0,0.002,0,0,0.998
"6684",0.994,0,0,0,0.006
"6685",0.216,0,0,0.784,0
"6686",0.876,0,0,0.124,0
"6687",0.064,0,0,0.22,0.716
"6688",0.216,0,0,0.784,0
"6689",0.966,0,0,0.034,0
"6690",0.192,0,0.002,0.796,0.01
"6691",0.99,0,0,0,0.01
"6692",0.936,0,0,0.048,0.016
"6693",0.994,0,0,0,0.006
"6694",0.074,0,0.07,0.008,0.848
"6695",0.032,0,0.02,0.926,0.022
"6696",0.492,0,0,0.508,0
"6697",0,0,0,0,1
"6698",0.052,0,0,0,0.948
"6699",0.076,0,0,0.808,0.116
"6700",0.26,0,0,0,0.74
"6701",0.996,0,0,0,0.004
"6702",0.076,0,0.01,0.804,0.11
"6703",0.966,0,0,0.034,0
"6704",0.19,0,0,0.766,0.044
"6705",0.05,0,0,0.386,0.564
"6706",0,0,0,0,1
"6707",0.47,0,0.002,0.09,0.438
"6708",0.938,0,0,0,0.062
"6709",0.828,0,0.004,0.086,0.082
"6710",0.986,0,0,0,0.014
"6711",0.892,0,0,0.108,0
"6712",0.836,0,0,0,0.164
"6713",0.444,0,0,0.556,0
"6714",0.892,0,0,0,0.108
"6715",0.212,0,0,0.788,0
"6716",0.736,0,0,0.16,0.104
"6717",0.08,0,0.006,0.076,0.838
"6718",0.882,0,0,0.006,0.112
"6719",0.994,0,0,0,0.006
"6720",0.91,0,0,0,0.09
"6721",0.898,0,0,0.102,0
"6722",0.968,0,0,0.006,0.026
"6723",0.622,0,0.088,0.026,0.264
"6724",0.81,0,0,0.008,0.182
"6725",0.906,0,0,0,0.094
"6726",0.994,0,0,0,0.006
"6727",0.016,0,0,0,0.984
"6728",0.164,0,0,0.828,0.008
"6729",0.056,0,0,0,0.944
"6730",0.188,0,0,0,0.812
"6731",0.72,0,0,0.092,0.188
"6732",0.184,0,0.006,0.81,0
"6733",0.976,0,0,0.024,0
"6734",0.2,0,0,0.8,0
"6735",1,0,0,0,0
"6736",0.308,0,0,0.692,0
"6737",0.654,0,0,0.016,0.33
"6738",0.908,0,0,0.092,0
"6739",0.156,0,0,0.844,0
"6740",0.898,0,0,0.102,0
"6741",0.492,0,0,0.508,0
"6742",0.996,0,0,0,0.004
"6743",0.97,0,0,0.03,0
"6744",0,0,0,0,1
"6745",0.188,0,0,0.812,0
"6746",0,0,0.002,0,0.998
"6747",0.054,0,0,0.336,0.61
"6748",0.97,0,0,0.03,0
"6749",0.394,0,0,0.606,0
"6750",0.908,0,0,0.092,0
"6751",0,0,0,0,1
"6752",0.996,0,0,0,0.004
"6753",0.956,0,0,0.044,0
"6754",0.912,0,0,0,0.088
"6755",0.648,0,0,0,0.352
"6756",0.012,0,0.038,0,0.95
"6757",0.108,0.004,0.298,0.114,0.476
"6758",0.948,0,0,0,0.052
"6759",0,0.002,0.004,0,0.994
"6760",1,0,0,0,0
"6761",0.84,0,0.004,0.14,0.016
"6762",0.902,0,0,0.086,0.012
"6763",0.998,0,0,0,0.002
"6764",0.476,0,0,0.016,0.508
"6765",0.856,0,0,0.104,0.04
"6766",0.02,0,0.018,0.912,0.05
"6767",0.996,0,0,0,0.004
"6768",0.022,0,0.014,0.39,0.574
"6769",0.956,0,0,0.044,0
"6770",0.022,0,0.322,0.02,0.636
"6771",0,0,0,0,1
"6772",0.042,0,0.034,0.868,0.056
"6773",0,0,0,0,1
"6774",0.212,0,0.004,0.766,0.018
"6775",0.958,0,0,0.042,0
"6776",0.958,0,0,0.042,0
"6777",1,0,0,0,0
"6778",0.924,0,0,0.068,0.008
"6779",0.996,0,0,0,0.004
"6780",0.974,0,0,0.026,0
"6781",0.892,0,0,0.108,0
"6782",0.034,0,0.002,0,0.964
"6783",0.064,0,0,0.626,0.31
"6784",0.996,0,0,0,0.004
"6785",0.966,0,0,0.034,0
"6786",0,0,0,0,1
"6787",0.966,0,0,0.034,0
"6788",0,0,0.01,0,0.99
"6789",0.492,0,0,0.508,0
"6790",0.962,0,0,0.038,0
"6791",0.306,0,0,0.694,0
"6792",0.21,0,0,0.79,0
"6793",0.476,0,0,0.016,0.508
"6794",0,0,0.002,0,0.998
"6795",0,0,0,0,1
"6796",0.924,0,0,0,0.076
"6797",0.996,0,0,0,0.004
"6798",0.996,0,0,0,0.004
"6799",0.902,0,0,0.086,0.012
"6800",0.956,0,0,0.044,0
"6801",0.004,0,0.002,0,0.994
"6802",0.066,0,0,0.202,0.732
"6803",0.216,0,0,0.784,0
"6804",0.82,0,0,0,0.18
"6805",0.002,0,0.042,0.002,0.954
"6806",0,0,0,0,1
"6807",0.282,0,0,0.718,0
"6808",0.996,0,0,0,0.004
"6809",0.084,0,0,0.042,0.874
"6810",1,0,0,0,0
"6811",0.97,0,0,0.03,0
"6812",0.43,0,0,0.57,0
"6813",0.996,0,0,0,0.004
"6814",0.026,0.008,0.05,0,0.916
"6815",0.02,0,0.11,0.648,0.222
"6816",0.03,0.024,0,0,0.946
"6817",0.996,0,0,0,0.004
"6818",0.97,0,0,0,0.03
"6819",0.082,0,0.02,0.006,0.892
"6820",0,0,0,0,1
"6821",0.912,0,0,0.088,0
"6822",0.814,0,0.002,0.07,0.114
"6823",0.892,0,0,0.108,0
"6824",0,0,0,0,1
"6825",0.966,0,0,0.034,0
"6826",0.934,0,0,0,0.066
"6827",0.04,0,0.006,0,0.954
"6828",0,0,0,0,1
"6829",0.302,0,0,0.698,0
"6830",0.066,0,0,0.048,0.886
"6831",0.974,0,0,0.026,0
"6832",0.056,0,0,0,0.944
"6833",0,0,0,0,1
"6834",0,0,0,0,1
"6835",0.216,0,0,0.784,0
"6836",0.016,0,0,0,0.984
"6837",0.002,0.042,0,0.002,0.954
"6838",0.898,0,0.01,0.044,0.048
"6839",0.966,0,0,0.034,0
"6840",0.002,0,0,0.002,0.996
"6841",0,0,0,0,1
"6842",0.002,0.014,0.052,0.002,0.93
"6843",0.996,0,0,0,0.004
"6844",0.836,0,0.002,0.074,0.088
"6845",0.478,0,0.324,0.152,0.046
"6846",0.066,0,0,0.202,0.732
"6847",0.874,0.002,0.024,0.062,0.038
"6848",0.934,0,0,0,0.066
"6849",0.248,0,0,0.748,0.004
"6850",0.006,0,0,0,0.994
"6851",0,0.002,0.002,0,0.996
"6852",0,0,0,0,1
"6853",0.976,0,0,0.024,0
"6854",0.106,0,0,0,0.894
"6855",0.054,0,0,0.78,0.166
"6856",0.974,0,0,0.026,0
"6857",0,0,0.002,0,0.998
"6858",0.19,0,0,0.766,0.044
"6859",0.956,0,0,0.044,0
"6860",0.892,0,0,0.108,0
"6861",0.996,0,0,0,0.004
"6862",0.03,0,0.266,0.036,0.668
"6863",0.97,0,0,0.03,0
"6864",0.996,0,0,0,0.004
"6865",0.604,0,0,0,0.396
"6866",0.032,0.004,0,0,0.964
"6867",0.094,0,0.234,0,0.672
"6868",0,0,0,0,1
"6869",0.836,0,0,0,0.164
"6870",0.964,0,0,0,0.036
"6871",0,0.01,0,0,0.99
"6872",0.938,0,0,0,0.062
"6873",0.962,0,0,0.036,0.002
"6874",0.902,0,0,0,0.098
"6875",0.904,0,0,0.078,0.018
"6876",0.908,0,0,0.092,0
"6877",0.172,0,0,0.818,0.01
"6878",0.996,0,0,0,0.004
"6879",0.156,0,0,0.844,0
"6880",0,0,0,0,1
"6881",0,0,0,0,1
"6882",0.966,0,0,0,0.034
"6883",0.056,0,0,0,0.944
"6884",0.964,0,0,0.036,0
"6885",0,0,0,0,1
"6886",0.538,0,0,0.004,0.458
"6887",0,0,0.014,0,0.986
"6888",0.996,0,0,0,0.004
"6889",0.866,0,0,0.022,0.112
"6890",0.402,0,0,0.582,0.016
"6891",0,0,0,0,1
"6892",0.936,0,0,0,0.064
"6893",0.224,0,0,0.766,0.01
"6894",0.932,0,0,0.068,0
"6895",1,0,0,0,0
"6896",0.996,0,0,0,0.004
"6897",0.066,0,0.002,0.592,0.34
"6898",0.02,0,0.006,0.9,0.074
"6899",0.956,0,0,0.044,0
"6900",0.214,0,0,0.786,0
"6901",0.996,0,0,0,0.004
"6902",0.996,0,0,0,0.004
"6903",0.996,0,0,0,0.004
"6904",0,0,0,0,1
"6905",0.184,0,0,0.816,0
"6906",0.03,0,0.02,0.644,0.306
"6907",0.044,0,0,0.006,0.95
"6908",0.976,0,0,0.024,0
"6909",0.974,0,0,0.022,0.004
"6910",0.98,0,0,0.02,0
"6911",0.25,0,0,0.75,0
"6912",0,0,0,0,1
"6913",0.996,0,0,0,0.004
"6914",0.04,0,0,0,0.96
"6915",0.154,0,0,0,0.846
"6916",0.492,0,0,0.508,0
"6917",0.996,0,0,0,0.004
"6918",0.892,0,0,0.108,0
"6919",0.996,0,0,0,0.004
"6920",0.118,0.004,0.03,0,0.848
"6921",0.208,0,0.038,0.02,0.734
"6922",0.07,0,0.018,0,0.912
"6923",0.958,0,0,0.042,0
"6924",0.004,0,0,0,0.996
"6925",0.916,0,0.004,0.026,0.054
"6926",1,0,0,0,0
"6927",0.002,0,0.334,0.004,0.66
"6928",1,0,0,0,0
"6929",0.24,0,0,0.76,0
"6930",0.986,0,0,0,0.014
"6931",0.992,0,0,0,0.008
"6932",0.306,0,0,0.694,0
"6933",0.036,0.018,0.154,0.014,0.778
"6934",0.998,0,0,0,0.002
"6935",0.61,0,0.008,0.07,0.312
"6936",0.996,0,0,0,0.004
"6937",0.984,0,0,0.016,0
"6938",0.766,0,0,0.01,0.224
"6939",0.994,0,0,0,0.006
"6940",0.076,0,0.01,0.168,0.746
"6941",0.152,0,0,0.846,0.002
"6942",0.996,0,0,0,0.004
"6943",0.996,0,0,0,0.004
"6944",0,0,0,0,1
"6945",0.932,0,0,0,0.068
"6946",0.958,0,0,0.042,0
"6947",0.056,0,0,0,0.944
"6948",0.08,0,0.014,0.01,0.896
"6949",0.996,0,0,0,0.004
"6950",0.444,0,0,0.556,0
"6951",0.052,0,0,0,0.948
"6952",0.996,0,0,0,0.004
"6953",0.996,0,0,0,0.004
"6954",0.644,0,0,0.048,0.308
"6955",1,0,0,0,0
"6956",0,0,0,0,1
"6957",0.996,0,0,0,0.004
"6958",0.374,0,0,0.626,0
"6959",0.76,0,0,0.008,0.232
"6960",0.966,0,0,0.034,0
"6961",0.836,0,0,0,0.164
"6962",0.046,0.002,0,0,0.952
"6963",0.052,0,0,0,0.948
"6964",0.88,0,0,0.12,0
"6965",0.03,0,0,0,0.97
"6966",0.976,0,0,0.024,0
"6967",0.908,0,0,0.092,0
"6968",0.996,0,0,0,0.004
"6969",0,0.002,0,0,0.998
"6970",0.87,0,0,0,0.13
"6971",0.958,0,0,0.042,0
"6972",0.258,0,0,0.742,0
"6973",0.002,0.004,0,0.002,0.992
"6974",0.252,0,0,0.74,0.008
"6975",0.004,0,0.296,0.004,0.696
"6976",0.968,0,0,0.032,0
"6977",1,0,0,0,0
"6978",0.148,0.016,0.146,0.14,0.55
"6979",0.644,0,0,0.048,0.308
"6980",0.97,0,0,0.03,0
"6981",0.974,0,0,0.026,0
"6982",0.876,0,0,0.124,0
"6983",0.824,0,0,0.004,0.172
"6984",0.98,0,0,0.02,0
"6985",0.264,0,0.31,0.102,0.324
"6986",0.174,0,0,0.826,0
"6987",1,0,0,0,0
"6988",0.994,0,0,0,0.006
"6989",0.884,0,0,0,0.116
"6990",0.866,0,0,0,0.134
"6991",0.706,0,0,0.096,0.198
"6992",0.322,0,0,0.678,0
"6993",0.956,0,0,0.044,0
"6994",0.97,0,0,0.03,0
"6995",0.022,0,0.01,0.842,0.126
"6996",0.914,0,0.004,0.052,0.03
"6997",0.03,0,0.024,0.018,0.928
"6998",0.014,0,0,0,0.986
"6999",0.184,0,0,0.814,0.002
"7000",0.908,0,0,0,0.092
"7001",0.994,0,0,0.004,0.002
"7002",0.972,0,0,0,0.028
"7003",0.164,0,0,0.836,0
"7004",0,0,0,0,1
"7005",1,0,0,0,0
"7006",0.02,0,0,0,0.98
"7007",0,0,0,0,1
"7008",0.732,0,0,0,0.268
"7009",0.956,0,0,0.044,0
"7010",0.968,0,0,0.004,0.028
"7011",0.996,0,0,0,0.004
"7012",0.118,0.004,0.03,0,0.848
"7013",0.936,0,0,0,0.064
"7014",0.996,0,0,0,0.004
"7015",0.344,0,0,0.654,0.002
"7016",0.026,0,0.454,0.046,0.474
"7017",0.886,0,0,0,0.114
"7018",0.996,0,0,0,0.004
"7019",0.056,0,0.308,0.002,0.634
"7020",0.012,0.008,0.132,0,0.848
"7021",0.75,0,0,0.072,0.178
"7022",0.02,0,0.004,0.39,0.586
"7023",0.23,0,0.014,0,0.756
"7024",0.008,0,0.308,0,0.684
"7025",0.026,0,0.384,0.024,0.566
"7026",0.252,0,0,0.748,0
"7027",0,0,0,0,1
"7028",0.972,0,0,0,0.028
"7029",0.132,0,0,0.866,0.002
"7030",0.002,0.006,0,0,0.992
"7031",0.974,0,0,0.026,0
"7032",0.836,0,0,0,0.164
"7033",0.004,0,0,0,0.996
"7034",0.996,0,0,0,0.004
"7035",0.986,0,0,0.01,0.004
"7036",0.034,0,0.2,0.014,0.752
"7037",0.978,0,0,0.022,0
"7038",0.88,0,0,0.12,0
"7039",0.912,0,0,0,0.088
"7040",0.074,0,0.07,0.008,0.848
"7041",0.02,0,0.02,0.378,0.582
"7042",0.898,0,0,0.102,0
"7043",0.936,0,0,0,0.064
"7044",0.996,0,0,0,0.004
"7045",0.974,0,0,0.026,0
"7046",1,0,0,0,0
"7047",0.958,0,0,0.042,0
"7048",0.522,0,0.004,0.01,0.464
"7049",1,0,0,0,0
"7050",0,0,0,0,1
"7051",0.086,0.046,0.466,0.038,0.364
"7052",0,0,0,0,1
"7053",0.87,0,0,0,0.13
"7054",0.216,0,0,0.784,0
"7055",0.16,0,0,0.84,0
"7056",0.11,0,0,0,0.89
"7057",0.012,0,0.002,0,0.986
"7058",0.17,0,0,0.824,0.006
"7059",0.02,0,0,0.566,0.414
"7060",0.074,0,0,0.006,0.92
"7061",0,0,0,0,1
"7062",0.996,0,0,0,0.004
"7063",0.872,0,0.002,0.118,0.008
"7064",0,0,0,0,1
"7065",0.892,0,0,0.108,0
"7066",0.996,0,0,0,0.004
"7067",0.948,0,0,0,0.052
"7068",0.876,0,0,0.124,0
"7069",0.97,0,0,0.03,0
"7070",0.996,0,0,0,0.004
"7071",0.958,0,0,0.042,0
"7072",0.976,0,0,0.024,0
"7073",0,0,0,0,1
"7074",0.974,0,0,0.016,0.01
"7075",0.054,0,0,0.78,0.166
"7076",0.992,0,0,0,0.008
"7077",0.936,0,0,0,0.064
"7078",0.924,0,0,0.068,0.008
"7079",0,0,0,0,1
"7080",0.892,0,0,0,0.108
"7081",0.652,0,0,0.04,0.308
"7082",0.82,0,0,0,0.18
"7083",0.838,0,0,0.004,0.158
"7084",0.208,0,0,0.792,0
"7085",0.996,0,0,0,0.004
"7086",0.996,0,0,0,0.004
"7087",0.684,0,0,0,0.316
"7088",0.978,0,0,0.022,0
"7089",0.96,0,0,0,0.04
"7090",0.998,0,0,0,0.002
"7091",0.802,0,0,0.052,0.146
"7092",0.996,0,0,0,0.004
"7093",0.06,0,0.004,0.226,0.71
"7094",0.214,0,0,0.786,0
"7095",0.014,0,0,0,0.986
"7096",0,0,0,0,1
"7097",0.966,0,0,0,0.034
"7098",0.996,0,0,0,0.004
"7099",0.03,0,0,0,0.97
"7100",0.024,0,0.008,0.672,0.296
"7101",0.206,0,0.002,0.746,0.046
"7102",0,0,0,0,1
"7103",0.72,0,0,0.042,0.238
